Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Total population (1+)_(M_F separately),1+ yr M,AA02,milk_2%,9371,41.8,85.73,,3.3,79.25,92.22,3.85,0,,2.28,0,4.49,0,288.68,,15.52,258.19,319.16,5.38,431.65,,16.4,399.43,463.86,3.8
All people,Total population (1+)_(M_F separately),1+ yr M,AA03,milk_1%,9371,21.3,38.32,,2.12,34.15,42.49,5.53,0,,5.11,0,10.04,0,82.47,,13.57,55.81,109.13,16.45,278.18,,10.28,257.99,298.37,3.7
All people,Total population (1+)_(M_F separately),1+ yr M,AA04,milk_skim,9371,13.7,12.99,,1.28,10.47,15.5,9.85,0,,2.61,0,5.13,0,,F,,,,39.89,33.76,,3.07,27.73,39.8,9.09
All people,Total population (1+)_(M_F separately),1+ yr M,AA05,evaporated milk_canned,9371,0.6,,F,,,,72.13,0,,4349.01,0,8544.59,0,0,,1216.11,0,2389.32,0,0,,1023.74,0,2011.37,0
All people,Total population (1+)_(M_F separately),1+ yr M,AA06,cream,9371,19.2,7.27,,0.75,5.81,8.74,10.32,0,,17.15,0,33.7,0,22.17,,2.56,17.14,27.19,11.55,35.87,,3.21,29.55,42.18,8.95
All people,Total population (1+)_(M_F separately),1+ yr M,AA07,ice cream,9371,10.9,13.66,,0.96,11.78,15.55,7.03,0,,96.78,0,190.14,0,,F,,,,39.55,107,,5,97.17,116.82,4.67
All people,Total population (1+)_(M_F separately),1+ yr M,AA08,yogurt,9371,18.4,24.49,,1.33,21.88,27.1,5.43,0,,94.2,0,185.08,0,100,,13.49,73.5,126.5,13.49,156.73,,13.9,129.43,184.03,8.87
All people,Total population (1+)_(M_F separately),1+ yr M,AA09,cheese,9371,28.6,12.03,,0.75,10.54,13.51,6.23,0,,2.74,0,5.39,0,41.99,,2.42,37.23,46.76,5.76,67.82,,5.04,57.92,77.72,7.43
All people,Total population (1+)_(M_F separately),1+ yr M,AA10,cheese_cottage,9371,1.3,1.5,E,0.4,0.71,2.29,26.67,0,,7226.12,0,14197.3,0,0,,707.72,0,1390.46,0,0,,118.25,0,232.33,0
All people,Total population (1+)_(M_F separately),1+ yr M,AA11,cheese_processed,9371,4.3,1.4,,0.18,1.05,1.75,12.86,0,,29.56,0,58.08,0,0,,7.06,0,13.87,0,0,,3.37,0,6.61,0
All people,Total population (1+)_(M_F separately),1+ yr M,AA12,butter,9371,17.5,2.28,,0.15,1.99,2.58,6.58,0,,4.89,0,9.61,0,9.45,,0.91,7.65,11.24,9.63,14.19,,1.28,11.68,16.7,9.02
All people,Total population (1+)_(M_F separately),1+ yr M,AA13,chocolate milk_1%,9371,4,15.2,,1.77,11.72,18.67,11.64,0,,292.06,0,573.81,0,0,,60.07,0,118.02,0,0,,65.83,0,129.33,0
All people,Total population (1+)_(M_F separately),1+ yr M,AA14,buttermilk 1%,9371,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,BB01,beef_steak,9371,9,12.27,,1.03,10.24,14.3,8.39,0,,108.19,0,212.56,0,0,,12.79,0,25.13,0,106.49,,12.53,81.87,131.1,11.77
All people,Total population (1+)_(M_F separately),1+ yr M,BB02,beef_roast,9371,4.7,5.03,,0.63,3.79,6.27,12.52,0,,88.9,0,174.67,0,0,,21.04,0,41.34,0,0,,11.62,0,22.83,0
All people,Total population (1+)_(M_F separately),1+ yr M,BB03,beef_ground,9371,11.7,7.44,,0.64,6.18,8.7,8.6,0,,10.88,0,21.38,0,16.27,E,4.37,7.7,24.85,26.86,53.67,,5.46,42.93,64.4,10.17
All people,Total population (1+)_(M_F separately),1+ yr M,BB04,pork_fresh,9371,10.7,11.24,,1.08,9.12,13.36,9.61,0,,42.3,0,83.11,0,,F,,,,49.1,83.61,,6.61,70.63,96.6,7.91
All people,Total population (1+)_(M_F separately),1+ yr M,BB05,pork_cured,9371,9.3,3.64,,0.27,3.11,4.18,7.42,0,,18.54,0,36.42,0,0,,1.49,0,2.93,0,23.62,,2.62,18.48,28.76,11.09
All people,Total population (1+)_(M_F separately),1+ yr M,BB06,veal_cutlets,9371,0.7,0.64,E,0.19,0.27,1.01,29.69,0,,1955.06,0,3841.14,0,0,,662.65,0,1301.92,0,0,,377.95,0,742.56,0
All people,Total population (1+)_(M_F separately),1+ yr M,BB07,lamb,9371,1.1,1.03,E,0.23,0.58,1.48,22.33,0,,3205.58,0,6298.07,0,0,,875.88,0,1720.87,0,0,,197.13,0,387.3,0
All people,Total population (1+)_(M_F separately),1+ yr M,BB08,luncheon meats_cold cuts,9371,3.1,2.17,E,0.63,0.93,3.41,29.03,0,,134.43,0,264.11,0,0,,24.07,0,47.29,0,0,,9.82,0,19.3,0
All people,Total population (1+)_(M_F separately),1+ yr M,BB09,luncheon meats_canned,9371,0.1,0.07,E,0.02,0.02,0.11,28.57,0,,689.74,0,1355.15,0,0,,208.94,0,410.51,0,0,,134.73,0,264.71,0
All people,Total population (1+)_(M_F separately),1+ yr M,BB10,organ meats,9371,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,BB11,wieners & sausages,9371,6.2,6.1,,0.7,4.72,7.48,11.48,0,,91.85,0,180.47,0,0,,10.02,0,19.69,0,31.57,E,10.37,11.21,51.94,32.85
All people,Total population (1+)_(M_F separately),1+ yr M,CC01,eggs,9371,31.2,23.67,,1.41,20.9,26.43,5.96,0,,1.38,0,2.72,0,92,,2.65,86.79,97.21,2.88,118,,2.73,112.64,123.36,2.31
All people,Total population (1+)_(M_F separately),1+ yr M,CC02,poultry_chicken & turkey,9371,31.3,43.92,,2.58,38.85,48.99,5.87,0,,14.32,0,28.13,0,144,,7.13,130,158,4.95,229.5,,9.67,210.5,248.49,4.21
All people,Total population (1+)_(M_F separately),1+ yr M,CC03,poultry_liver pate,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,DD01,fish_marine,9371,8.6,11.62,,0.91,9.85,13.4,7.83,0,,103.46,0,203.28,0,0,,12.91,0,25.37,0,95.62,,12.29,71.49,119.76,12.85
All people,Total population (1+)_(M_F separately),1+ yr M,DD02,fish_fresh water,9371,1.5,2,E,0.36,1.3,2.7,18,0,,2789.38,0,5480.36,0,0,,150.36,0,295.41,0,0,,40.25,0,79.08,0
All people,Total population (1+)_(M_F separately),1+ yr M,DD03,fish_canned,9371,1.8,1.5,E,0.27,0.96,2.04,18,0,,508.1,0,998.28,0,0,,64.19,0,126.12,0,0,,26.98,0,53.01,0
All people,Total population (1+)_(M_F separately),1+ yr M,DD04,shellfish,9371,4.4,3.41,,0.46,2.51,4.3,13.49,0,,79.52,0,156.23,0,0,,13.01,0,25.55,0,0,,3.18,0,6.25,0
All people,Total population (1+)_(M_F separately),1+ yr M,EE01,soups_meat_canned,9371,2.4,7.42,,0.95,5.56,9.28,12.8,0,,965.6,0,1897.13,0,0,,219.9,0,432.04,0,0,,126.85,0,249.22,0
All people,Total population (1+)_(M_F separately),1+ yr M,EE02,soups_creamed_canned,9371,2.3,5.8,,0.96,3.92,7.68,16.55,0,,653.21,0,1283.38,0,0,,176.07,0,345.92,0,0,,62.63,0,123.05,0
All people,Total population (1+)_(M_F separately),1+ yr M,EE03,soups_broth_canned,9371,12.8,20.04,,1.51,17.08,23,7.53,0,,47.03,0,92.41,0,38.65,E,12.56,13.97,63.33,32.5,163.62,,7.66,148.57,178.67,4.68
All people,Total population (1+)_(M_F separately),1+ yr M,EE04,soups_dehydrated,9371,2.9,4.74,E,0.87,3.04,6.44,18.35,0,,586.22,0,1151.76,0,0,,26.11,0,51.29,0,0,,3.19,0,6.28,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF01,bread_white,9371,24,20.26,,1.15,18.01,22.52,5.68,0,,23.24,0,45.66,0,71.78,,1.94,67.97,75.58,2.7,117.68,,7.54,102.88,132.49,6.41
All people,Total population (1+)_(M_F separately),1+ yr M,FF02,bread_whole wheat,9371,13.8,10.09,,0.57,8.97,11.2,5.65,0,,19.93,0,39.15,0,47.57,,5.69,36.4,58.74,11.96,72,,3.8,64.53,79.47,5.28
All people,Total population (1+)_(M_F separately),1+ yr M,FF03,bread_rye,9371,2.9,1.45,,0.2,1.06,1.84,13.79,0,,60.29,0,118.45,0,0,,33.79,0,66.39,0,0,,12.28,0,24.12,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF04,cake,9371,9.4,7.84,,0.58,6.69,8.99,7.4,0,,38.01,0,74.67,0,0,,8.9,0,17.48,0,63.65,,4.27,55.27,72.04,6.71
All people,Total population (1+)_(M_F separately),1+ yr M,FF05,cereal_cooked wheat,9371,0.2,,F,,,,35.09,0,,1930.1,0,3792.1,0,0,,585.85,0,1151.02,0,0,,379.73,0,746.06,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF06,cereal_corn,9371,2.6,0.83,,0.08,0.67,0.99,9.64,0,,61.77,0,121.36,0,0,,12.17,0,23.91,0,0,,5.9,0,11.59,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF07,cereals_oatmeal,9371,8.6,20.2,,1.94,16.39,24,9.6,0,,323.01,0,634.62,0,0,,27.27,0,53.58,0,173,,20.16,133.4,212.6,11.65
All people,Total population (1+)_(M_F separately),1+ yr M,FF08,cereals_rice & bran,9371,4.3,1.82,,0.21,1.41,2.23,11.54,0,,51.12,0,100.45,0,0,,7.81,0,15.35,0,0,,3.22,0,6.32,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF09,cookies,9371,20.3,7.47,,0.38,6.71,8.23,5.09,0,,9.21,0,18.1,0,30,,1.28,27.49,32.51,4.27,47.8,,2.38,43.12,52.48,4.98
All people,Total population (1+)_(M_F separately),1+ yr M,FF10,crackers,9371,12.7,3.26,,0.22,2.84,3.69,6.75,0,,3.68,0,7.22,0,10.03,E,1.69,6.71,13.36,16.85,24,,1.44,21.18,26.82,6
All people,Total population (1+)_(M_F separately),1+ yr M,FF11,danish_donuts & croissants,9371,7.1,6.38,,0.52,5.36,7.4,8.15,0,,108.86,0,213.88,0,0,,19.31,0,37.94,0,57,,5.7,45.81,68.19,10
All people,Total population (1+)_(M_F separately),1+ yr M,FF12,flour_white (wheat),9371,14.4,3.12,,0.22,2.68,3.56,7.05,0,,2.74,0,5.38,0,5.27,E,0.93,3.45,7.1,17.65,15.54,,1.96,11.69,19.39,12.61
All people,Total population (1+)_(M_F separately),1+ yr M,FF13,muffins,9371,7.2,8.4,,0.91,6.62,10.18,10.83,0,,81.63,0,160.37,0,0,,19.08,0,37.48,0,77,E,14.65,48.22,105.78,19.03
All people,Total population (1+)_(M_F separately),1+ yr M,FF14,pancakes & waffles,9371,3.1,2.93,,0.34,2.26,3.6,11.6,0,,75.09,0,147.53,0,0,,33.91,0,66.62,0,0,,14.03,0,27.57,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF15,pasta_mixed dishes,9371,4.8,14.97,,1.6,11.83,18.11,10.69,0,,296.96,0,583.45,0,0,,43.73,0,85.92,0,0,,28.14,0,55.29,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF16,pasta_plain,9371,18,28.08,,1.64,24.86,31.3,5.84,0,,27.16,0,53.37,0,117.41,,10.39,97,137.81,8.85,196.53,,8.24,180.33,212.72,4.19
All people,Total population (1+)_(M_F separately),1+ yr M,FF17,pie_apple,9371,1.2,1.22,E,0.23,0.78,1.67,18.85,0,,5367.27,0,10545.18,0,0,,720.98,0,1416.53,0,0,,122.28,0,240.25,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF18,pie_other,9371,2.3,3.37,E,0.64,2.1,4.63,18.99,0,,385.7,0,757.78,0,0,,63.03,0,123.84,0,0,,28.67,0,56.33,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF19,rice,9371,24.5,41.93,,2.24,37.52,46.34,5.34,0,,33.39,0,65.6,0,166.29,,6.61,153.3,179.28,3.97,247.03,,9.53,228.31,265.75,3.86
All people,Total population (1+)_(M_F separately),1+ yr M,FF20,buns & rolls,9371,3.1,2.06,,0.27,1.52,2.59,13.11,0,,89.41,0,175.67,0,0,,13.45,0,26.42,0,0,,13.32,0,26.18,0
All people,Total population (1+)_(M_F separately),1+ yr M,FF21,breads_other,9371,14.9,17.03,,1.13,14.82,19.24,6.64,0,,38.25,0,75.15,0,64.14,,9.74,45.01,83.27,15.19,104.99,,16.69,72.2,137.77,15.9
All people,Total population (1+)_(M_F separately),1+ yr M,GG01,baked beans_canned,9371,1.1,2.17,E,0.51,1.16,3.17,23.5,0,,3443.3,0,6765.11,0,0,,585.08,0,1149.52,0,0,,142.39,0,279.76,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG02,beans_string,9371,6.9,4.07,,0.56,2.98,5.17,13.76,0,,36.45,0,71.62,0,0,,3.13,0,6.15,0,,F,,,,36.16
All people,Total population (1+)_(M_F separately),1+ yr M,GG03,beets,9371,1,0.61,E,0.13,0.35,0.86,21.31,0,,826.45,0,1623.74,0,0,,234.16,0,460.06,0,0,,70.54,0,138.59,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG04,broccoli,9371,8.7,6.33,,0.49,5.36,7.3,7.74,0,,41.46,0,81.46,0,0,,3.57,0,7.02,0,42.4,,4.39,33.77,51.03,10.35
All people,Total population (1+)_(M_F separately),1+ yr M,GG05,cabbage,9371,9.7,5.88,,0.85,4.22,7.54,14.46,0,,8.67,0,17.04,0,0,,1.02,0,2,0,25.77,E,5.8,14.38,37.15,22.51
All people,Total population (1+)_(M_F separately),1+ yr M,GG06,carrots,9371,26.6,11.03,,0.75,9.56,12.51,6.8,0,,3.65,0,7.16,0,31.18,,3.54,24.24,38.13,11.35,63.49,,5.04,53.58,73.4,7.94
All people,Total population (1+)_(M_F separately),1+ yr M,GG07,cauliflowers,9371,3,1.92,E,0.45,1.04,2.8,23.44,0,,95.67,0,187.97,0,0,,17.62,0,34.62,0,0,,7.17,0,14.09,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG08,celery,9371,17.3,2.64,,0.25,2.14,3.14,9.47,0,,2.34,0,4.61,0,6.46,,0.51,5.46,7.46,7.89,12.62,,0.69,11.26,13.97,5.47
All people,Total population (1+)_(M_F separately),1+ yr M,GG09,corn,9371,6.5,5.38,,0.54,4.31,6.45,10.04,0,,74.2,0,145.79,0,0,,5.45,0,10.7,0,22.15,E,7.12,8.17,36.13,32.14
All people,Total population (1+)_(M_F separately),1+ yr M,GG10,cucumbers,9371,13.9,6.76,,0.57,5.65,7.87,8.43,0,,12.1,0,23.77,0,11.51,E,2.16,7.27,15.76,18.77,39.95,,3.52,33.04,46.87,8.81
All people,Total population (1+)_(M_F separately),1+ yr M,GG11,lettuce,9371,18.1,8.24,,0.53,7.2,9.28,6.43,0,,12.13,0,23.83,0,29.06,,2.35,24.44,33.68,8.09,55.87,,3.53,48.94,62.8,6.32
All people,Total population (1+)_(M_F separately),1+ yr M,GG12,mushrooms,9371,6.9,2.28,,0.32,1.64,2.92,14.04,0,,13.56,0,26.65,0,0,,1.57,0,3.08,0,7.32,E,1.77,3.84,10.81,24.18
All people,Total population (1+)_(M_F separately),1+ yr M,GG13,onions,9371,38.3,9.54,,0.45,8.66,10.43,4.72,0,,0.84,0,1.64,0,30.12,,1.38,27.41,32.83,4.58,48.93,,2.21,44.58,53.27,4.52
All people,Total population (1+)_(M_F separately),1+ yr M,GG14,peas,9371,7,2.61,,0.26,2.1,3.11,9.96,0,,20.62,0,40.51,0,0,,2.1,0,4.13,0,9.05,E,2.67,3.81,14.29,29.5
All people,Total population (1+)_(M_F separately),1+ yr M,GG15,peppers,9371,15.7,5.84,,0.51,4.84,6.84,8.73,0,,4.68,0,9.19,0,10.34,E,1.8,6.8,13.88,17.41,36.94,,3.98,29.13,44.75,10.77
All people,Total population (1+)_(M_F separately),1+ yr M,GG16,potatoes_boiled,9371,17.7,23.66,,1.67,20.38,26.94,7.06,0,,23.25,0,45.67,0,74.68,,8.88,57.24,92.13,11.89,157.5,,6.53,144.67,170.32,4.15
All people,Total population (1+)_(M_F separately),1+ yr M,GG17,potatoes_chips,9371,11,5.45,,0.48,4.51,6.39,8.81,0,,30.25,0,59.43,0,,F,,,,42.24,32.58,,2.93,26.83,38.33,8.99
All people,Total population (1+)_(M_F separately),1+ yr M,GG18,rutabaga,9371,1,0.55,E,0.11,0.34,0.76,20,0,,1221.92,0,2400.73,0,0,,189.49,0,372.29,0,0,,34.7,0,68.17,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG19,vegetable juice_canned,9371,3.1,8.19,,1.22,5.78,10.59,14.9,0,,282.8,0,555.62,0,0,,122.78,0,241.24,0,0,,67.65,0,132.92,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG20,tomatoes,9371,19.1,13.59,,1.1,11.43,15.74,8.09,0,,29.57,0,58.1,0,38.7,,3.55,31.73,45.67,9.17,88.83,,5.93,77.17,100.48,6.68
All people,Total population (1+)_(M_F separately),1+ yr M,GG21,tomatoes and tomato sauce_canned,9371,15,19.37,,1.39,16.64,22.11,7.18,0,,23.66,0,46.49,0,66.95,,9.69,47.91,85.99,14.47,142.49,,9.04,124.73,160.25,6.34
All people,Total population (1+)_(M_F separately),1+ yr M,GG22,spinach,9371,5.9,2.07,,0.27,1.55,2.6,13.04,0,,29.51,0,57.97,0,0,,2.89,0,5.67,0,,F,,,,77.14
All people,Total population (1+)_(M_F separately),1+ yr M,GG23,asparagus,9371,1.9,1.64,E,0.29,1.06,2.22,17.68,0,,1111.6,0,2183.97,0,0,,76.01,0,149.34,0,0,,38,0,74.66,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG24,brussel sprouts,9371,0.4,0.3,E,0.09,0.13,0.48,30,0,,1209.45,0,2376.22,0,0,,333.48,0,655.19,0,0,,213.33,0,419.13,0
All people,Total population (1+)_(M_F separately),1+ yr M,GG26,potatoes_baked,9371,5.2,8.87,,1.06,6.78,10.96,11.95,0,,90.5,0,177.81,0,0,,27.61,0,54.24,0,,F,,,,67.16
All people,Total population (1+)_(M_F separately),1+ yr M,GG27,corn chips,9371,4.4,2.47,,0.39,1.69,3.24,15.79,0,,62.56,0,122.92,0,0,,11.39,0,22.37,0,0,,3.55,0,6.98,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH01,apple juice_canned,9371,6.3,20.2,,2.49,15.31,25.1,12.33,0,,224.45,0,440.98,0,0,,76.98,0,151.24,0,200.27,E,39.63,122.4,278.13,19.79
All people,Total population (1+)_(M_F separately),1+ yr M,HH02,applesauce_canned,9371,2.5,3.23,,0.41,2.42,4.03,12.69,0,,112.66,0,221.35,0,0,,43.5,0,85.47,0,0,,24.78,0,48.68,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH03,apples,9371,21.6,39.39,,2.03,35.4,43.38,5.15,0,,58.22,0,114.39,0,181.57,,22.7,136.96,226.17,12.5,,F,,,,34.25
All people,Total population (1+)_(M_F separately),1+ yr M,HH04,bananas,9371,27.1,31.27,,1.22,28.87,33.67,3.9,0,,28.4,0,55.79,0,117.88,,17.63,83.24,152.52,14.96,,F,,,,69.84
All people,Total population (1+)_(M_F separately),1+ yr M,HH05,blueberries,9371,5,3.34,,0.44,2.48,4.2,13.17,0,,36.64,0,71.99,0,0,,6.68,0,13.13,0,0,,2.14,0,4.21,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH06,cherries,9371,1.6,1.7,E,0.39,0.93,2.47,22.94,0,,2394.18,0,4703.89,0,0,,123.93,0,243.49,0,0,,50.66,0,99.53,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH07,citrus fruit_raw,9371,18.5,20.4,,1.35,17.75,23.05,6.62,0,,11.89,0,23.36,0,87.76,,9.66,68.78,106.73,11.01,140.73,,19.52,102.37,179.09,13.87
All people,Total population (1+)_(M_F separately),1+ yr M,HH08,citrus juice_frozen,9371,0.9,2.89,E,0.57,1.76,4.02,19.72,0,,1313.55,0,2580.77,0,0,,1131.53,0,2223.15,0,0,,354.27,0,696.04,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH09,citrus juice_canned,9371,16.1,40.61,,2.32,36.05,45.16,5.71,0,,198.67,0,390.34,0,208.86,,6.15,196.77,220.95,2.94,283.58,,12.64,258.75,308.42,4.46
All people,Total population (1+)_(M_F separately),1+ yr M,HH10,grape juice_bottled,9371,1,,F,,,,43.35,0,,3031.99,0,5957.02,0,0,,961.98,0,1890.03,0,0,,467.09,0,917.7,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH11,grapes,9371,7.9,6.01,,0.57,4.88,7.14,9.48,0,,57.39,0,112.76,0,0,,5.55,0,10.9,0,37.75,,5.99,25.98,49.52,15.87
All people,Total population (1+)_(M_F separately),1+ yr M,HH12,melons,9371,4.4,13.43,,1.74,10.01,16.86,12.96,0,,175.45,0,344.72,0,0,,32.01,0,62.88,0,0,,16.71,0,32.82,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH13,peaches,9371,2.2,3.86,,0.52,2.83,4.89,13.47,0,,460.36,0,904.47,0,0,,46.89,0,92.12,0,0,,71.86,0,141.19,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH14,pears,9371,3.3,5.43,,0.68,4.09,6.77,12.52,0,,89,0,174.86,0,0,,121.69,0,239.08,0,0,,39.84,0,78.28,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH15,pineapple,9371,2.4,1.94,E,0.33,1.3,2.59,17.01,0,,201.11,0,395.12,0,0,,62.17,0,122.15,0,0,,23.66,0,46.48,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH16,plums and prunes,9371,1.3,0.98,E,0.18,0.62,1.33,18.37,0,,5433.76,0,10675.82,0,0,,107.16,0,210.55,0,0,,37.01,0,72.71,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH17,raisins,9371,2.5,0.57,,0.09,0.4,0.74,15.79,0,,48.77,0,95.81,0,0,,6.23,0,12.23,0,0,,2.73,0,5.37,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH18,raspberries,9371,2.4,1.43,E,0.26,0.92,1.94,18.18,0,,180.25,0,354.13,0,0,,11.88,0,23.34,0,0,,4.42,0,8.69,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH19,strawberries,9371,6.7,4.77,,0.49,3.81,5.74,10.27,0,,51.65,0,101.47,0,0,,9.37,0,18.4,0,33.7,E,6.07,21.78,45.63,18.01
All people,Total population (1+)_(M_F separately),1+ yr M,HH20,kiwi fruit,9371,1,0.68,E,0.15,0.39,0.98,22.06,0,,728.97,0,1432.22,0,0,,268.57,0,527.66,0,0,,70.14,0,137.81,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH21,apricot,9371,0.2,0.08,E,0.02,0.03,0.13,25,0,,1333.32,0,2619.6,0,0,,377.36,0,741.41,0,0,,226.91,0,445.81,0
All people,Total population (1+)_(M_F separately),1+ yr M,HH22,fruit drinks (cocktails),9371,9.4,35.63,,3.4,28.94,42.32,9.54,0,,73.9,0,145.19,0,0,,46.02,0,90.43,0,271.4,,21.73,228.7,314.1,8.01
All people,Total population (1+)_(M_F separately),1+ yr M,II01,cooking fats & salad oils,9371,30.3,2.95,,0.16,2.64,3.25,5.42,0,,1.2,0,2.36,0,9.43,,0.76,7.94,10.92,8.06,16.54,,0.98,14.6,18.47,5.93
All people,Total population (1+)_(M_F separately),1+ yr M,II02,margarine,9371,24.1,2.86,,0.17,2.53,3.19,5.94,0,,1.84,0,3.62,0,9.46,,0.5,8.48,10.44,5.29,17.92,,1,15.95,19.89,5.58
All people,Total population (1+)_(M_F separately),1+ yr M,II04,mayonnaise,9371,5.2,1.11,E,0.2,0.71,1.51,18.02,0,,22.91,0,45.02,0,0,,2.1,0,4.13,0,,F,,,,56.15
All people,Total population (1+)_(M_F separately),1+ yr M,II07,salad dressing,9371,15.6,4.66,,0.28,4.1,5.22,6.01,0,,11.93,0,23.44,0,16.19,,2.31,11.66,20.72,14.27,31.26,,1.9,27.52,34.99,6.08
All people,Total population (1+)_(M_F separately),1+ yr M,JJ01,chocolate bars,9371,11,3.55,,0.26,3.05,4.06,7.32,0,,16.97,0,33.34,0,,F,,,,38.72,22.83,,3.2,16.54,29.12,14.02
All people,Total population (1+)_(M_F separately),1+ yr M,JJ03,gelatin dessert,9371,0.5,0.39,E,0.09,0.21,0.57,23.08,0,,3420.75,0,6720.81,0,0,,899.05,0,1766.37,0,0,,628.93,0,1235.67,0
All people,Total population (1+)_(M_F separately),1+ yr M,JJ04,honey_bottled,9371,5.2,0.92,,0.13,0.66,1.18,14.13,0,,7.04,0,13.83,0,0,,2.17,0,4.26,0,,F,,,,67.13
All people,Total population (1+)_(M_F separately),1+ yr M,JJ05,jams,9371,9,2.62,,0.31,2.01,3.23,11.83,0,,2.05,0,4.04,0,0,,2.21,0,4.35,0,19.99,,1.79,16.47,23.51,8.95
All people,Total population (1+)_(M_F separately),1+ yr M,JJ07,peanut butter,9371,13.3,4.39,,0.37,3.67,5.11,8.43,0,,20.43,0,40.15,0,16.13,,2.06,12.08,20.17,12.77,31.96,,2.32,27.4,36.52,7.26
All people,Total population (1+)_(M_F separately),1+ yr M,JJ08,puddings,9371,1.5,1.72,,0.22,1.28,2.15,12.79,0,,2644.32,0,5195.34,0,0,,36.02,0,70.77,0,0,,21.69,0,42.62,0
All people,Total population (1+)_(M_F separately),1+ yr M,JJ09,sugar,9371,35.4,4.58,,0.21,4.17,4.98,4.59,0,,0.71,0,1.39,0,15.9,,0.86,14.21,17.6,5.41,25,,0.65,23.73,26.28,2.6
All people,Total population (1+)_(M_F separately),1+ yr M,JJ10,syrup,9371,4.6,2.09,,0.22,1.66,2.52,10.53,0,,24.49,0,48.12,0,0,,10.49,0,20.6,0,0,,2.44,0,4.79,0
All people,Total population (1+)_(M_F separately),1+ yr M,JJ11,seeds_shelled,9371,3.7,0.91,,0.14,0.63,1.19,15.38,0,,27.71,0,54.44,0,0,,5.36,0,10.52,0,0,,1.82,0,3.57,0
All people,Total population (1+)_(M_F separately),1+ yr M,JJ12,nuts,9371,14.1,6.36,,0.65,5.08,7.64,10.22,0,,6.82,0,13.4,0,11.78,E,2.6,6.67,16.89,22.07,42,,6.72,28.79,55.21,16
All people,Total population (1+)_(M_F separately),1+ yr M,JJ13,chewing gum,9371,0.6,,F,,,,40,0,,183.59,0,360.71,0,0,,60.82,0,119.5,0,0,,43.18,0,84.83,0
All people,Total population (1+)_(M_F separately),1+ yr M,JJ15,candy,9371,7.4,3.3,E,0.72,1.88,4.72,21.82,0,,6.13,0,12.04,0,0,,1.46,0,2.86,0,10.08,E,2.09,5.97,14.2,20.73
All people,Total population (1+)_(M_F separately),1+ yr M,KK01,alcoholic drinks_beer,9371,15.9,134.46,,9.48,115.82,153.09,7.05,0,,145,0,284.88,0,473.45,E,85.56,305.34,641.56,18.07,1009.6,,83.37,845.81,1173.39,8.26
All people,Total population (1+)_(M_F separately),1+ yr M,KK02,alcoholic drinks_wine,9371,9.3,25.95,,1.98,22.07,29.84,7.63,0,,92.19,0,181.13,0,0,,15.13,0,29.72,0,197.32,,24.56,149.07,245.57,12.45
All people,Total population (1+)_(M_F separately),1+ yr M,KK04,coffee,9371,55.9,291.17,,8.75,273.98,308.37,3.01,175.18,,18.29,139.25,211.11,10.44,820.83,,21.65,778.3,863.36,2.64,1071.08,,39.36,993.75,1148.4,3.67
