Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
Consumers only,Standard DRI age groups,M 31-50 yr,FF08,cereals_rice & bran,2005,3.5,48.21,,7.26,33.94,62.47,15.06,33.02,E,7.89,17.52,48.53,23.89,112.29,,16.07,80.72,143.86,14.31,117.92,,18.65,81.28,154.56,15.82
Consumers only,Standard DRI age groups,M 31-50 yr,FF09,cookies,2005,18.7,39.67,,2.89,33.99,45.35,7.29,34.07,,2.84,28.49,39.66,8.34,68.94,,6.64,55.89,81.99,9.63,78.41,E,22.46,34.3,122.53,28.64
Consumers only,Standard DRI age groups,M 31-50 yr,FF10,crackers,2005,7.1,26.25,,2.57,21.21,31.29,9.79,20.97,,1.88,17.27,24.67,8.97,58.12,,9.6,39.27,76.98,16.52,69.88,,10.45,49.34,90.42,14.95
Consumers only,Standard DRI age groups,M 31-50 yr,FF11,danish_donuts & croissants,2005,6.6,100.44,,7.23,86.24,114.63,7.2,90,,10.18,70,110,11.31,146.55,E,30.11,87.4,205.7,20.55,202.81,E,39.73,124.75,280.86,19.59
Consumers only,Standard DRI age groups,M 31-50 yr,FF12,flour_white (wheat),2005,12.8,25.01,,2.8,19.51,30.51,11.2,10.41,E,2.36,5.77,15.04,22.67,62.61,,8.23,46.43,78.79,13.14,93.49,,14.86,64.3,122.69,15.89
Consumers only,Standard DRI age groups,M 31-50 yr,FF13,muffins,2005,5.7,112.36,,7.63,97.36,127.35,6.79,113,,16.53,80.52,145.48,14.63,154,,24.47,105.93,202.07,15.89,154,E,29.84,95.38,212.62,19.38
Consumers only,Standard DRI age groups,M 31-50 yr,FF14,pancakes & waffles,2005,1.5,112.08,,14.03,84.52,139.64,12.52,98.41,,15.81,67.34,129.48,16.07,199.24,,25.68,148.78,249.71,12.89,235.77,,27.53,181.67,289.86,11.68
Consumers only,Standard DRI age groups,M 31-50 yr,FF15,pasta_mixed dishes,2005,4.3,382.63,,44.42,295.36,469.9,11.61,283.92,,45.7,194.12,373.71,16.1,792.86,,96.43,603.4,982.32,12.16,872,,80.65,713.55,1030.45,9.25
Consumers only,Standard DRI age groups,M 31-50 yr,FF16,pasta_plain,2005,16.9,173.22,,14.33,145.07,201.37,8.27,171.68,,17.04,138.2,205.17,9.93,373.58,,34.26,306.27,440.89,9.17,430.68,,45.72,340.86,520.5,10.62
Consumers only,Standard DRI age groups,M 31-50 yr,FF17,pie_apple,2005,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,FF18,pie_other,2005,1.7,145.99,E,40.95,65.54,226.44,28.05,108.09,,14.14,80.31,135.88,13.08,,F,,0,,64.85,623.22,E,192.49,245.03,1001.41,30.89
Consumers only,Standard DRI age groups,M 31-50 yr,FF19,rice,2005,28,184.03,,10.76,162.89,205.18,5.85,166.24,,10.75,145.11,187.36,6.47,325.22,,26.41,273.34,377.1,8.12,397.32,,54.77,289.72,504.93,13.78
Consumers only,Standard DRI age groups,M 31-50 yr,FF20,buns & rolls,2005,2.9,79.58,E,15.99,48.16,111,20.09,54.3,E,12.12,30.49,78.12,22.32,176.84,E,42.58,93.19,260.5,24.08,182.23,E,55.97,72.26,292.2,30.71
Consumers only,Standard DRI age groups,M 31-50 yr,FF21,breads_other,2005,17.6,123.88,,11.22,101.83,145.92,9.06,103.63,,10.33,83.33,123.93,9.97,236.49,E,49.98,138.29,334.7,21.13,383.67,,60.1,265.59,501.75,15.66
Consumers only,Standard DRI age groups,M 31-50 yr,GG01,baked beans_canned,2005,0.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,GG02,beans_string,2005,8.1,66.97,E,14.57,38.36,95.59,21.76,,F,,0,,35.51,133.45,E,43.71,47.57,219.33,32.75,238.66,E,52.11,136.29,341.03,21.83
Consumers only,Standard DRI age groups,M 31-50 yr,GG03,beets,2005,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,GG04,broccoli,2005,8.8,76,,5.96,64.3,87.7,7.84,51.64,E,9.16,33.63,69.65,17.74,155.77,,13.7,128.85,182.68,8.8,185.2,,19.34,147.19,223.2,10.44
Consumers only,Standard DRI age groups,M 31-50 yr,GG05,cabbage,2005,8.4,52.71,E,12.95,27.26,78.16,24.57,,F,,0,,45.84,,F,,0,,37.98,,F,,0,,72.67
Consumers only,Standard DRI age groups,M 31-50 yr,GG06,carrots,2005,24,46.17,,5.04,36.27,56.08,10.92,21.09,E,5.31,10.65,31.52,25.18,116.15,,18.25,80.3,152,15.71,155.99,,17.06,122.48,189.51,10.94
Consumers only,Standard DRI age groups,M 31-50 yr,GG07,cauliflowers,2005,3.3,,F,,0,,43.14,31.12,E,9.06,13.33,48.91,29.11,,F,,0,,103.04,,F,,0,,96.78
Consumers only,Standard DRI age groups,M 31-50 yr,GG08,celery,2005,15.2,18.16,,2.88,12.49,23.83,15.86,8.7,,1.21,6.33,11.07,13.91,49.95,E,10.52,29.28,70.61,21.06,76.21,E,13.94,48.83,103.59,18.29
Consumers only,Standard DRI age groups,M 31-50 yr,GG09,corn,2005,5.5,98.08,,12.22,74.08,122.08,12.46,83.09,E,20.9,42.03,124.15,25.15,168.22,,22.02,124.97,211.48,13.09,246.08,,40.29,166.93,325.23,16.37
Consumers only,Standard DRI age groups,M 31-50 yr,GG10,cucumbers,2005,12.6,53.09,,5.14,42.99,63.18,9.68,34.61,E,5.94,22.94,46.28,17.16,111.29,E,18.86,74.23,148.35,16.95,157.68,,25.66,107.26,208.09,16.27
Consumers only,Standard DRI age groups,M 31-50 yr,GG11,lettuce,2005,18.8,48.53,,4.07,40.54,56.52,8.39,32.46,,3.99,24.63,40.3,12.29,100.62,,16.31,68.58,132.66,16.21,147.96,E,25.05,98.74,197.19,16.93
Consumers only,Standard DRI age groups,M 31-50 yr,GG12,mushrooms,2005,7.4,38.84,,4.89,29.23,48.46,12.59,25.32,E,5.64,14.24,36.41,22.27,80.42,E,19.26,42.59,118.25,23.95,116.74,E,20.72,76.04,157.45,17.75
Consumers only,Standard DRI age groups,M 31-50 yr,GG13,onions,2005,39.1,28.16,,1.95,24.33,31.99,6.92,18.75,,2.31,14.22,23.29,12.32,63.18,,5.05,53.25,73.11,7.99,86.89,,7.7,71.77,102.02,8.86
Consumers only,Standard DRI age groups,M 31-50 yr,GG14,peas,2005,4.8,36.47,,5.63,25.42,47.53,15.44,22.44,E,4.97,12.67,32.2,22.15,80,E,16.99,46.62,113.37,21.24,129.27,E,25.14,79.89,178.66,19.45
Consumers only,Standard DRI age groups,M 31-50 yr,GG15,peppers,2005,16.5,48.59,,6.72,35.39,61.79,13.83,26.33,E,5.32,15.88,36.78,20.21,117.63,E,27.69,63.23,172.03,23.54,152.85,E,37.57,79.02,226.67,24.58
Consumers only,Standard DRI age groups,M 31-50 yr,GG16,potatoes_boiled,2005,13.9,123.01,,10.63,102.11,143.9,8.64,77.06,E,12.88,51.75,102.38,16.71,314.98,,24.42,267,362.97,7.75,342.18,,52.12,239.78,444.57,15.23
Consumers only,Standard DRI age groups,M 31-50 yr,GG17,potatoes_chips,2005,10.9,51.78,,6.2,39.6,63.96,11.97,28.54,,3.45,21.77,35.31,12.09,,F,,0,,37.32,196.75,E,34.3,129.36,264.15,17.43
Consumers only,Standard DRI age groups,M 31-50 yr,GG18,rutabaga,2005,0.7,,F,,0,,34.65,,F,,0,,60.85,159.61,E,40.96,79.15,240.08,25.66,196.8,E,48.5,101.52,292.09,24.64
Consumers only,Standard DRI age groups,M 31-50 yr,GG19,vegetable juice_canned,2005,3,275.46,,36.81,203.14,347.77,13.36,210.96,E,42.02,128.41,293.51,19.92,,F,,0,,75.81,,F,,0,,78.38
Consumers only,Standard DRI age groups,M 31-50 yr,GG20,tomatoes,2005,19.3,79.06,,10.21,59,99.11,12.91,46.71,,7.43,32.11,61.31,15.91,168.04,,25.99,116.97,219.11,15.47,,F,,0,,38.18
Consumers only,Standard DRI age groups,M 31-50 yr,GG21,tomatoes and tomato sauce_canned,2005,14.3,151.04,,13.21,125.09,176.99,8.75,122.66,,10.3,102.44,142.89,8.4,314.69,,35.34,245.27,384.12,11.23,426.28,,69.42,289.9,562.67,16.29
Consumers only,Standard DRI age groups,M 31-50 yr,GG22,spinach,2005,7.4,36.81,,5.71,25.59,48.02,15.51,,F,,0,,41.38,70.9,E,17.25,37.01,104.78,24.33,,F,,0,,39.1
Consumers only,Standard DRI age groups,M 31-50 yr,GG23,asparagus,2005,2.7,80.99,,11.68,58.05,103.94,14.42,61.05,E,16.83,27.99,94.11,27.57,124.06,E,39.85,45.76,202.35,32.12,,F,,0,,33.94
Consumers only,Standard DRI age groups,M 31-50 yr,GG24,brussel sprouts,2005,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,GG26,potatoes_baked,2005,5.5,169.2,,13.08,143.5,194.9,7.73,171.78,,19.99,132.5,211.07,11.64,255.44,,14.44,227.07,283.81,5.65,292.33,E,55.22,183.84,400.82,18.89
Consumers only,Standard DRI age groups,M 31-50 yr,GG27,corn chips,2005,4.4,44.68,,6.26,32.39,56.98,14.01,30.49,E,5.97,18.75,42.23,19.58,101.34,E,17.99,66,136.68,17.75,150.97,,12.78,125.87,176.07,8.47
Consumers only,Standard DRI age groups,M 31-50 yr,HH01,apple juice_canned,2005,2.9,321.97,,44.55,234.45,409.49,13.84,281.35,,44.61,193.7,369,15.86,639.39,E,122.2,399.31,879.47,19.11,810.65,,100.17,613.83,1007.46,12.36
Consumers only,Standard DRI age groups,M 31-50 yr,HH02,applesauce_canned,2005,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH03,apples,2005,21.6,193.33,,8.94,175.76,210.9,4.62,170.39,E,44.49,82.97,257.8,26.11,355.66,,39.77,277.53,433.79,11.18,360.84,,54.51,253.75,467.94,15.11
Consumers only,Standard DRI age groups,M 31-50 yr,HH04,bananas,2005,26.9,117.16,,2.91,111.44,122.87,2.48,115.93,E,32.32,52.43,179.44,27.88,133.59,,10.05,113.85,153.32,7.52,199.71,,25.3,150,249.41,12.67
Consumers only,Standard DRI age groups,M 31-50 yr,HH05,blueberries,2005,3.4,107.88,E,24.22,60.29,155.46,22.45,,F,,0,,42.13,262.43,E,76.98,111.18,413.68,29.33,,F,,0,,49.63
Consumers only,Standard DRI age groups,M 31-50 yr,HH06,cherries,2005,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH07,citrus fruit_raw,2005,20.1,121.93,,12.25,97.86,145.99,10.05,128.29,,14.92,98.98,157.61,11.63,261.79,,38.75,185.65,337.92,14.8,369.45,,46.46,278.17,460.72,12.58
Consumers only,Standard DRI age groups,M 31-50 yr,HH08,citrus juice_frozen,2005,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH09,citrus juice_canned,2005,13.9,263.84,,14.44,235.48,292.2,5.47,255.53,,17.39,221.36,289.71,6.81,415.17,,38.02,340.48,489.87,9.16,549.63,,42.93,465.27,633.98,7.81
Consumers only,Standard DRI age groups,M 31-50 yr,HH10,grape juice_bottled,2005,2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH11,grapes,2005,5.1,95.51,,15.29,65.48,125.55,16.01,75.63,E,16.62,42.98,108.29,21.98,231.15,,33.07,166.18,296.12,14.31,257.74,,32.3,194.28,321.21,12.53
Consumers only,Standard DRI age groups,M 31-50 yr,HH12,melons,2005,3.7,358.63,E,94.03,173.89,543.37,26.22,204.97,E,65.18,76.91,333.03,31.8,831.05,E,223.94,391.07,1271.03,26.95,1121.06,E,250.34,629.21,1612.9,22.33
Consumers only,Standard DRI age groups,M 31-50 yr,HH13,peaches,2005,3.1,172.29,,19.75,133.49,211.1,11.46,148.37,E,30.27,88.89,207.85,20.4,254.45,E,43.23,169.52,339.37,16.99,289.14,,28.04,234.05,344.23,9.7
Consumers only,Standard DRI age groups,M 31-50 yr,HH14,pears,2005,1.9,188.1,,16.68,155.34,220.86,8.87,170.81,E,32.73,106.5,235.13,19.16,249.86,E,80.57,91.57,408.14,32.25,286.32,E,91.29,106.97,465.68,31.88
Consumers only,Standard DRI age groups,M 31-50 yr,HH15,pineapple,2005,2.2,74.1,E,16.65,41.39,106.81,22.47,62.05,E,20.38,22.01,102.08,32.84,,F,,0,,96.36,,F,,0,,134.26
Consumers only,Standard DRI age groups,M 31-50 yr,HH16,plums and prunes,2005,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH17,raisins,2005,2.1,31.83,E,9.98,12.22,51.44,31.35,,F,,0,,37.88,85.82,E,20.16,46.21,125.42,23.49,116.59,E,22.17,73.02,160.15,19.02
Consumers only,Standard DRI age groups,M 31-50 yr,HH18,raspberries,2005,2.6,66.19,E,16.98,32.83,99.54,25.65,,F,,0,,49.52,134.43,E,32.73,70.11,198.74,24.35,138.41,E,39.76,60.29,216.54,28.73
Consumers only,Standard DRI age groups,M 31-50 yr,HH19,strawberries,2005,3.3,65.86,,6.27,53.55,78.18,9.52,56.01,,5.93,44.37,67.66,10.59,125.89,E,21.77,83.11,168.67,17.29,,F,,0,,46.51
Consumers only,Standard DRI age groups,M 31-50 yr,HH20,kiwi fruit,2005,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH21,apricot,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,HH22,fruit drinks (cocktails),2005,7.7,453.12,,63.52,328.32,577.92,14.02,345.49,,28.51,289.46,401.51,8.25,960.77,E,219.48,529.55,1392,22.84,1395.57,E,256.82,891,1900.15,18.4
Consumers only,Standard DRI age groups,M 31-50 yr,II01,cooking fats & salad oils,2005,33,10.63,,0.68,9.29,11.97,6.4,7.11,,0.86,5.42,8.8,12.1,22.59,,2.29,18.09,27.1,10.14,32.29,,2.64,27.11,37.47,8.18
Consumers only,Standard DRI age groups,M 31-50 yr,II02,margarine,2005,18.7,12.39,,1.29,9.85,14.92,10.41,7.63,,0.77,6.11,9.14,10.09,28.48,,4.54,19.55,37.41,15.94,42.57,,4.33,34.06,51.08,10.17
Consumers only,Standard DRI age groups,M 31-50 yr,II04,mayonnaise,2005,4.4,17.9,,2.95,12.1,23.7,16.48,13.49,,1.97,9.63,17.35,14.6,41.4,E,8.2,25.29,57.51,19.81,53.38,E,13.65,26.56,80.2,25.57
Consumers only,Standard DRI age groups,M 31-50 yr,II07,salad dressing,2005,14.4,31.25,,2.09,27.14,35.37,6.69,29.3,,1.54,26.27,32.34,5.26,48.77,,5.72,37.54,60.01,11.73,68.89,E,11.88,45.55,92.22,17.24
Consumers only,Standard DRI age groups,M 31-50 yr,JJ01,chocolate bars,2005,10.2,33.83,,4.45,25.08,42.57,13.15,,F,,0,,45.12,84.57,,7.21,70.41,98.73,8.53,99.49,E,17.74,64.64,134.35,17.83
Consumers only,Standard DRI age groups,M 31-50 yr,JJ03,gelatin dessert,2005,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,JJ04,honey_bottled,2005,5.8,20.36,E,4.54,11.43,29.29,22.3,,F,,0,,39.52,45.46,E,11.54,22.78,68.14,25.38,55.29,E,15.24,25.34,85.23,27.56
Consumers only,Standard DRI age groups,M 31-50 yr,JJ05,jams,2005,6.3,42.57,E,10.7,21.54,63.61,25.14,23.83,,3,17.94,29.71,12.59,,F,,0,,49.54,172.11,E,53.17,67.64,276.58,30.89
Consumers only,Standard DRI age groups,M 31-50 yr,JJ07,peanut butter,2005,13,34.63,,2.66,29.4,39.86,7.68,31.03,,3.8,23.57,38.5,12.25,64.5,,3.7,57.23,71.78,5.74,64.51,E,20.34,24.56,104.46,31.53
Consumers only,Standard DRI age groups,M 31-50 yr,JJ08,puddings,2005,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,JJ09,sugar,2005,38,12.81,,0.69,11.45,14.18,5.39,8.33,,0.33,7.68,8.99,3.96,27.09,,1.76,23.63,30.55,6.5,36.35,,3.29,29.89,42.82,9.05
Consumers only,Standard DRI age groups,M 31-50 yr,JJ10,syrup,2005,3.5,40.64,,4.18,32.44,48.85,10.29,40,,6.13,27.96,52.05,15.33,79.46,E,16.04,47.94,110.98,20.19,89.99,E,20.81,49.1,130.88,23.12
Consumers only,Standard DRI age groups,M 31-50 yr,JJ11,seeds_shelled,2005,4.2,30.95,E,7.34,16.53,45.37,23.72,,F,,0,,69.33,,F,,0,,36.22,,F,,0,,41.67
Consumers only,Standard DRI age groups,M 31-50 yr,JJ12,nuts,2005,18,53.96,,8.16,37.92,70,15.12,33.25,E,9.58,14.43,52.07,28.81,117.99,E,22.1,74.57,161.4,18.73,172.53,,25.74,121.95,223.11,14.92
Consumers only,Standard DRI age groups,M 31-50 yr,JJ13,chewing gum,2005,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,JJ15,candy,2005,6.8,,F,,0,,37.99,,F,,0,,65.93,,F,,0,,56.55,,F,,0,,73.89
Consumers only,Standard DRI age groups,M 31-50 yr,KK01,alcoholic drinks_beer,2005,19,956,,52.68,852.5,1059.49,5.51,711.9,,66.86,580.55,843.26,9.39,1708.66,,172,1370.72,2046.59,10.07,2313,,315.31,1693.5,2932.49,13.63
Consumers only,Standard DRI age groups,M 31-50 yr,KK02,alcoholic drinks_wine,2005,10,266.84,,18.59,230.31,303.38,6.97,194.98,,29.3,137.41,252.55,15.03,550.17,,55.49,441.15,659.18,10.09,607.85,,49.05,511.47,704.22,8.07
Consumers only,Standard DRI age groups,M 31-50 yr,KK04,coffee,2005,71.5,542.57,,26.11,491.28,593.86,4.81,410.41,,10.41,389.97,430.86,2.54,989.15,,50.36,890.2,1088.1,5.09,1421.42,,105.2,1214.74,1628.11,7.4
Consumers only,Standard DRI age groups,M 31-50 yr,KK05,soft drinks,2005,29.4,555.92,,29.65,497.66,614.17,5.33,370.13,,20.88,329.11,411.15,5.64,1103.09,,128.09,851.43,1354.74,11.61,1412.59,,132.69,1151.9,1673.28,9.39
Consumers only,Standard DRI age groups,M 31-50 yr,KK06,tea,2005,21.7,535.15,,42.55,451.55,618.74,7.95,400.62,,37.78,326.4,474.84,9.43,1072.14,,111.15,853.76,1290.52,10.37,1352.79,,198.88,962.05,1743.53,14.7
Consumers only,Standard DRI age groups,M 31-50 yr,KK07,plant-based beverages,2005,4.4,194.82,E,34.82,126.41,263.22,17.87,,F,,0,,34.75,445.76,,52.09,343.42,548.1,11.69,458.76,,54.9,350.89,566.63,11.97
Consumers only,Standard DRI age groups,M 31-50 yr,LL01,cereals_mixed,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL02,desserts,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL03,dinners_cereal + vegetable + meat,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL04,dinners_meat or poultry + vegetable,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL05,formulae_milk base,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL06,formulae_soya base,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL07,fruit_apple or peach,2005,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL08,meat_poultry or eggs,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,LL09,vegetables,2005,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,MM01,popcorn_microwave,2005,4.5,46.86,,5.51,36.03,57.68,11.76,42.99,E,7.9,27.46,58.52,18.38,86.93,E,17.79,51.97,121.9,20.46,87.78,E,19.88,48.71,126.85,22.65
Consumers only,Standard DRI age groups,M 31-50 yr,MM02,frozen entrees,2005,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,NN01,pizza,2005,11.9,257.08,,25.61,206.77,307.39,9.96,199.87,,31.82,137.34,262.39,15.92,556.04,,73.84,410.98,701.11,13.28,713.85,,72.57,571.27,856.42,10.17
Consumers only,Standard DRI age groups,M 31-50 yr,NN02,french fries,2005,11.7,88.01,,7.42,73.43,102.58,8.43,74.71,,7.99,59,90.41,10.69,169.86,,15.81,138.79,200.92,9.31,179.18,,20.07,139.75,218.62,11.2
Consumers only,Standard DRI age groups,M 31-50 yr,NN03,hamburger,2005,7.5,246.83,,11.77,223.7,269.96,4.77,210.67,,18.05,175.21,246.14,8.57,406.31,,27.06,353.15,459.47,6.66,488.07,,31.24,426.69,549.45,6.4
Consumers only,Standard DRI age groups,M 31-50 yr,NN04,chicken burger,2005,1.9,249.13,,25.12,199.77,298.49,10.08,223.92,,20.3,184.03,263.8,9.07,,F,,0,,46.21,496.87,,78.23,343.16,650.57,15.74
Consumers only,Standard DRI age groups,M 31-50 yr,NN05,hot dogs,2005,2.9,175.58,,21.82,132.71,218.45,12.43,155.63,,22.19,112.04,199.23,14.26,296.51,E,50.27,197.74,395.28,16.95,366.3,E,81.74,205.7,526.9,22.32
Consumers only,Standard DRI age groups,M 31-50 yr,NN06,chicken nuggets,2005,2,109.52,E,26.63,57.21,161.83,24.32,,F,,0,,43.48,,F,,0,,51.76,,F,,0,,69.78
Consumers only,Standard DRI age groups,M 31-50 yr,NN07,chow mein,2005,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,NN08,fried rice,2005,1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,NN09,prepared breakfast sandwiches,2005,3.5,177.44,,12.7,152.49,202.39,7.16,143.99,,18.84,106.97,181,13.08,270.58,,33.5,204.77,336.4,12.38,324.42,E,61.13,204.31,444.53,18.84
Consumers only,Standard DRI age groups,M 31-50 yr,NN10,fast food sandwiches,2005,29,233.07,,9.32,214.76,251.37,4,199.3,,8.5,182.6,216,4.26,371.48,,25.46,321.46,421.51,6.85,470.04,,65.49,341.37,598.71,13.93
Consumers only,Standard DRI age groups,M 31-50 yr,PP01,condiments,2005,13.9,33.12,,3.12,26.99,39.24,9.42,20.76,E,3.53,13.83,27.7,17,75.48,,8.51,58.75,92.2,11.27,95.13,,11.29,72.94,117.32,11.87
Consumers only,Standard DRI age groups,M 31-50 yr,PP02,salt,2005,40.8,1.41,,0.1,1.22,1.6,7.09,0.93,,0.07,0.8,1.07,7.53,3.22,,0.35,2.54,3.91,10.87,4.41,,0.66,3.12,5.71,14.97
Consumers only,Standard DRI age groups,M 31-50 yr,PP03,baking powder,2005,1.4,1.04,E,0.27,0.51,1.57,25.96,,F,,0,,41.54,,F,,0,,37.37,2.81,E,0.76,1.32,4.31,27.05
Consumers only,Standard DRI age groups,M 31-50 yr,PP04,yeast,2005,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 31-50 yr,PP05,vanilla extract,2005,1.2,0.27,E,0.07,0.12,0.41,25.93,0.09,E,0.02,0.04,0.13,22.22,,F,,0,,64.63,,F,,0,,91.4
Consumers only,Standard DRI age groups,M 31-50 yr,PP06,herbs and spices,2005,18.9,0.78,E,0.13,0.53,1.04,16.67,,F,,0,,39.13,1.86,,0.25,1.36,2.36,13.44,2.6,,0.32,1.97,3.24,12.31
Consumers only,Standard DRI age groups,M 31-50 yr,PP07,soya sauce,2005,5.4,13.94,E,2.96,8.12,19.76,21.23,,F,,0,,47.01,43.08,,6.54,30.24,55.92,15.18,47.82,,5.96,36.11,59.53,12.46
Consumers only,Standard DRI age groups,M 31-50 yr,PP09,tap water_sample area,2005,67.8,971.85,,43.55,886.3,1057.41,4.48,771.3,,46.83,679.29,863.32,6.07,2018.3,,121.5,1779.58,2257.02,6.02,2725.55,,174.34,2383.02,3068.07,6.4
Consumers only,Standard DRI age groups,M 31-50 yr,PP10,water_natural spring,2005,32.1,1207.19,,92.49,1025.47,1388.91,7.66,786.9,,82.63,624.55,949.25,10.5,2501.39,,305.71,1900.76,3102.02,12.22,3133.35,E,583.72,1986.52,4280.19,18.63
Consumers only,Standard DRI age groups,M 51-70 yr,AA01,milk_whole,2151,16.4,90.31,E,15.63,59.59,121.02,17.31,,F,,0,,33.35,274.79,E,51.2,174.19,375.39,18.63,431.18,E,105.33,224.23,638.13,24.43
Consumers only,Standard DRI age groups,M 51-70 yr,AA02,milk_2%,2151,43,150.2,,11.08,128.43,171.98,7.38,91.51,,12.84,66.29,116.73,14.03,366.14,,26.32,314.44,417.85,7.19,486.48,,42,403.97,569,8.63
Consumers only,Standard DRI age groups,M 51-70 yr,AA03,milk_1%,2151,22.9,143.42,,15.53,112.9,173.93,10.83,60.99,E,16.94,27.72,94.27,27.78,372.29,,41.47,290.81,453.78,11.14,487.97,,71.83,346.84,629.09,14.72
Consumers only,Standard DRI age groups,M 51-70 yr,AA04,milk_skim,2151,15.5,113.31,E,20.58,72.88,153.74,18.16,14.67,E,4.63,5.57,23.77,31.56,416.6,E,72.33,274.5,558.71,17.36,559.59,,66.9,428.15,691.03,11.96
Consumers only,Standard DRI age groups,M 51-70 yr,AA05,evaporated milk_canned,2151,1,,F,,0,,65.75,,F,,0,,679.24,,F,,0,,52.67,,F,,0,,57.93
Consumers only,Standard DRI age groups,M 51-70 yr,AA06,cream,2151,23.8,29.21,,2.09,25.11,33.31,7.16,19.72,,2.36,15.08,24.36,11.97,60.49,,6.81,47.12,73.87,11.26,77.5,,10,57.84,97.15,12.9
Consumers only,Standard DRI age groups,M 51-70 yr,AA07,ice cream,2151,10,133.68,,10.2,113.65,153.72,7.63,107,,9.72,87.9,126.1,9.08,240,E,45.28,151.05,328.95,18.87,240,E,47.81,146.07,333.93,19.92
Consumers only,Standard DRI age groups,M 51-70 yr,AA08,yogurt,2151,15.8,146.52,,12.54,121.88,171.16,8.56,100,,12.89,74.68,125.32,12.89,331.77,,36.53,259.99,403.54,11.01,395.6,,40.57,315.88,475.31,10.26
Consumers only,Standard DRI age groups,M 51-70 yr,AA09,cheese,2151,26.7,42.6,,4.12,34.51,50.69,9.67,21.01,,2.51,16.08,25.93,11.95,85.04,,12.84,59.82,110.26,15.1,128.81,E,28.21,73.38,184.23,21.9
Consumers only,Standard DRI age groups,M 51-70 yr,AA10,cheese_cottage,2151,2.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Standard DRI age groups,M 51-70 yr,AA11,cheese_processed,2151,5.6,31.48,,4.27,23.09,39.87,13.56,20.54,,2.03,16.56,24.52,9.88,61.06,E,16.03,29.56,92.57,26.25,82.2,E,16.37,50.03,114.37,19.91
