Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF11,Danoises_beignes et croissants,13331,7,1.18,,0.06,1.07,1.29,5.08,1.03,,0.04,0.95,1.12,3.88,2.28,,0.2,1.88,2.68,8.77,2.91,,0.2,2.51,3.3,6.87
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF12,Farine blanche (de blé),13331,14.2,0.28,,0.02,0.24,0.31,7.14,0.13,,0.01,0.11,0.15,7.69,0.71,,0.07,0.57,0.84,9.86,1.13,,0.1,0.93,1.32,8.85
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF13,Muffins,13331,7.7,1.4,,0.06,1.28,1.53,4.29,1.3,,0.05,1.2,1.4,3.85,2.1,,0.12,1.86,2.33,5.71,2.62,E,0.44,1.74,3.49,16.79
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF14,Crêpes et gaufres,13331,2.1,1.22,,0.07,1.1,1.35,5.74,1.13,,0.06,1.01,1.24,5.31,2.07,,0.16,1.77,2.38,7.73,2.53,,0.35,1.85,3.21,13.83
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF15,Pâtes_plats composés,13331,4,3.72,,0.23,3.27,4.17,6.18,2.99,,0.19,2.61,3.38,6.35,7.91,,0.72,6.49,9.33,9.1,9.85,,0.59,8.68,11.02,5.99
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF16,Pâtes nature,13331,16.9,2,,0.07,1.86,2.13,3.5,1.74,,0.1,1.54,1.94,5.75,3.9,,0.17,3.56,4.24,4.36,4.94,,0.26,4.44,5.45,5.26
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF17,Tarte aux pommes,13331,1,1.28,,0.15,0.99,1.56,11.72,0.83,E,0.23,0.37,1.28,27.71,2.15,,0.28,1.61,2.69,13.02,,F,,0,,42.18
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF18,Tartes_autres,13331,2.3,1.81,,0.16,1.49,2.13,8.84,1.34,,0.1,1.15,1.54,7.46,3.57,E,0.8,1.99,5.14,22.41,5.85,E,0.99,3.91,7.8,16.92
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF19,Riz,13331,24.2,2.16,,0.06,2.04,2.28,2.78,1.87,,0.07,1.73,2.01,3.74,4.12,,0.13,3.86,4.38,3.16,5.38,,0.28,4.82,5.93,5.2
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF20,Petits pains et pains mollets,13331,3.2,0.77,,0.04,0.69,0.85,5.19,0.67,,0.03,0.61,0.73,4.48,1.35,,0.09,1.16,1.53,6.67,1.55,,0.09,1.37,1.74,5.81
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,FF21,Pains_autres,13331,15.7,1.48,,0.06,1.36,1.59,4.05,1.18,,0.04,1.1,1.26,3.39,2.78,,0.18,2.42,3.15,6.47,3.95,,0.45,3.06,4.84,11.39
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG01,Fèves au lard en conserve,13331,1.3,2.6,E,0.55,1.52,3.69,21.15,1.66,E,0.35,0.98,2.34,21.08,6.37,E,1.74,2.96,9.78,27.32,7.84,E,2.43,3.06,12.62,30.99
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG02,Haricots,13331,7.2,0.89,,0.06,0.78,1,6.74,0.58,,0.07,0.44,0.72,12.07,2.08,,0.17,1.74,2.42,8.17,2.53,,0.14,2.24,2.81,5.53
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG03,Betteraves,13331,1.8,0.75,,0.08,0.6,0.9,10.67,0.54,,0.07,0.4,0.68,12.96,1.81,,0.15,1.51,2.1,8.29,1.98,,0.26,1.48,2.49,13.13
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG04,Brocoli,13331,10.4,1.04,,0.06,0.91,1.17,5.77,0.68,,0.06,0.57,0.79,8.82,2.4,,0.2,1.99,2.8,8.33,3.29,,0.33,2.64,3.94,10.03
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG05,Chou,13331,11.1,0.8,,0.07,0.66,0.95,8.75,0.34,,0.04,0.26,0.43,11.76,2,,0.18,1.65,2.36,9,2.75,,0.35,2.06,3.43,12.73
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG06,Carottes,13331,27.7,0.55,,0.02,0.51,0.59,3.64,0.26,,0.02,0.22,0.29,7.69,1.47,,0.08,1.31,1.64,5.44,2.04,,0.12,1.81,2.27,5.88
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG07,Choux-fleurs,13331,3.7,1.03,,0.1,0.83,1.23,9.71,0.63,,0.07,0.48,0.77,11.11,2.53,,0.33,1.87,3.18,13.04,3.27,,0.4,2.5,4.05,12.23
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG08,Céleri,13331,18.9,0.23,,0.01,0.2,0.26,4.35,0.11,,0,0.1,0.12,0,0.49,,0.06,0.37,0.61,12.24,0.86,,0.09,0.69,1.04,10.47
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG09,Maïs,13331,6.2,1.14,,0.07,1,1.28,6.14,0.75,,0.06,0.63,0.87,8,2.52,,0.23,2.06,2.98,9.13,3.33,,0.35,2.64,4.02,10.51
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG10,Concombres,13331,16.2,0.68,,0.05,0.59,0.77,7.35,0.34,,0.03,0.3,0.39,8.82,1.63,,0.13,1.38,1.87,7.98,2.3,,0.22,1.86,2.73,9.57
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG11,Laitue,13331,21.8,0.63,,0.02,0.59,0.68,3.17,0.43,,0.02,0.4,0.46,4.65,1.42,,0.09,1.24,1.59,6.34,2.05,,0.13,1.79,2.32,6.34
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG12,Champignons,13331,7.7,0.46,,0.04,0.38,0.54,8.7,0.22,,0.02,0.18,0.27,9.09,1.15,,0.15,0.85,1.45,13.04,1.57,,0.2,1.18,1.97,12.74
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG13,Oignons,13331,41.3,0.34,,0.01,0.32,0.36,2.94,0.2,,0.01,0.19,0.22,5,0.8,,0.03,0.73,0.86,3.75,1.11,,0.07,0.97,1.25,6.31
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG14,Pois,13331,6.4,0.5,,0.04,0.43,0.58,8,0.28,,0.03,0.21,0.35,10.71,1.25,,0.09,1.07,1.44,7.2,1.62,,0.22,1.19,2.05,13.58
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG15,Poivrons,13331,17.3,0.5,,0.03,0.44,0.56,6,0.24,,0.02,0.2,0.28,8.33,1.25,,0.06,1.13,1.37,4.8,1.89,,0.18,1.52,2.25,9.52
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG16,Pommes de terre bouillies,13331,18.7,1.59,,0.07,1.44,1.73,4.4,1.1,,0.06,0.98,1.21,5.45,3.41,,0.14,3.13,3.7,4.11,4.46,,0.2,4.08,4.85,4.48
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG17,Pommes de terre_croustilles,13331,9.2,0.57,,0.04,0.5,0.65,7.02,0.38,,0.01,0.36,0.4,2.63,1.13,,0.08,0.97,1.29,7.08,1.6,E,0.33,0.95,2.24,20.63
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG18,Rutabaga,13331,1.7,0.9,,0.13,0.64,1.16,14.44,0.51,,0.08,0.36,0.67,15.69,2.67,E,0.5,1.69,3.66,18.73,2.7,E,0.65,1.42,3.98,24.07
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG19,Jus de légumes en conserve,13331,2.7,3.68,,0.21,3.27,4.09,5.71,3.09,,0.24,2.62,3.56,7.77,6.41,,0.49,5.45,7.38,7.64,7.45,,0.76,5.95,8.94,10.2
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG20,Tomates,13331,22.9,0.95,,0.04,0.86,1.04,4.21,0.59,,0.03,0.53,0.65,5.08,2.13,,0.11,1.92,2.34,5.16,3.01,,0.21,2.59,3.43,6.98
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG21,Tomates en conserve et sauces tomate en conserve,13331,14.3,1.58,,0.06,1.46,1.7,3.8,1.25,,0.06,1.14,1.37,4.8,3.24,,0.2,2.84,3.65,6.17,4.39,,0.32,3.77,5.01,7.29
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG22,Épinards,13331,7.4,0.54,,0.05,0.44,0.64,9.26,0.3,,0.03,0.24,0.36,10,1.3,,0.14,1.03,1.58,10.77,1.71,E,0.37,0.98,2.44,21.64
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG23,Asperges,13331,1.9,1.06,,0.09,0.89,1.24,8.49,1,,0.09,0.82,1.17,9,2.07,,0.2,1.67,2.47,9.66,2.6,,0.24,2.14,3.06,9.23
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG24,Choux de Bruxelles,13331,0.6,1.29,E,0.26,0.77,1.81,20.16,0.8,E,0.14,0.52,1.08,17.5,2.85,E,0.73,1.41,4.29,25.61,3.93,E,0.91,2.15,5.71,23.16
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG26,Pommes de terre au four,13331,5.6,2.16,,0.09,1.98,2.34,4.17,2.01,,0.09,1.84,2.18,4.48,3.65,,0.25,3.15,4.15,6.85,4.57,,0.47,3.64,5.5,10.28
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,GG27,Croustilles de maïs,13331,4.5,0.66,,0.06,0.54,0.79,9.09,0.39,,0.03,0.33,0.44,7.69,1.44,E,0.25,0.95,1.92,17.36,2.3,E,0.47,1.38,3.22,20.43
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH01,Jus de pommes en conserve,13331,3.5,4.32,,0.4,3.53,5.12,9.26,3.19,,0.15,2.89,3.49,4.7,9.65,E,1.94,5.84,13.46,20.1,12.09,E,2.28,7.61,16.58,18.86
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH02,Compote de pommes en conserve,13331,1.5,1.71,,0.13,1.44,1.97,7.6,1.56,,0.1,1.36,1.75,6.41,2.81,,0.41,1.99,3.62,14.59,4.24,,0.62,3.01,5.46,14.62
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH03,Pommes,13331,19.7,2.41,,0.05,2.32,2.51,2.07,2.32,,0.04,2.25,2.39,1.72,3.79,,0.17,3.45,4.12,4.49,4.76,,0.18,4.41,5.1,3.78
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH04,Bananes,13331,26,1.53,,0.03,1.47,1.58,1.96,1.46,,0.02,1.42,1.5,1.37,2.35,,0.08,2.19,2.51,3.4,2.76,,0.07,2.62,2.91,2.54
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH05,Bleuets,13331,5.7,0.79,,0.06,0.68,0.9,7.59,0.51,,0.06,0.4,0.62,11.76,1.8,,0.12,1.56,2.04,6.67,2.34,,0.27,1.81,2.87,11.54
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH06,Cerises,13331,2,1.33,,0.1,1.13,1.54,7.52,1.02,E,0.19,0.65,1.4,18.63,2.33,,0.34,1.67,2.99,14.59,3.53,,0.31,2.93,4.14,8.78
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH07,Agrumes crus,13331,20.7,1.52,,0.06,1.41,1.63,3.95,1.29,,0.06,1.17,1.41,4.65,3.07,,0.16,2.76,3.37,5.21,4.17,,0.22,3.74,4.6,5.28
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH08,Jus d’agrumes surgelé,13331,1.1,3.99,,0.62,2.78,5.2,15.54,3.2,E,0.65,1.93,4.48,20.31,8.24,,1.27,5.74,10.74,15.41,8.31,,1.18,5.99,10.63,14.2
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH09,Jus d’agrumes en conserve,13331,14.7,3.1,,0.08,2.94,3.27,2.58,2.96,,0.08,2.81,3.12,2.7,5.57,,0.16,5.26,5.88,2.87,6.65,,0.26,6.14,7.17,3.91
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH10,Jus de raisin embouteillé,13331,0.6,2.76,E,0.67,1.45,4.08,24.28,3.24,E,0.97,1.32,5.15,29.94,4,E,1.02,2.01,6,25.5,4.22,E,0.84,2.57,5.88,19.91
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH11,Raisins,13331,7.9,1.12,,0.06,1.01,1.24,5.36,0.88,,0.06,0.76,1,6.82,2.25,,0.16,1.93,2.56,7.11,3.03,,0.32,2.4,3.66,10.56
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH12,Melons,13331,4.4,3.61,,0.33,2.96,4.26,9.14,2,,0.2,1.61,2.38,10,9.42,,1.2,7.05,11.78,12.74,12.61,,1.19,10.27,14.95,9.44
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH13,Pêches,13331,2.6,2.07,,0.11,1.86,2.29,5.31,1.91,,0.12,1.68,2.15,6.28,3.68,,0.24,3.21,4.14,6.52,4.23,,0.39,3.47,5,9.22
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH14,Poires,13331,3.6,2.34,,0.1,2.15,2.53,4.27,2.32,,0.09,2.15,2.49,3.88,3.49,,0.25,2.99,3.99,7.16,4.31,,0.66,3.01,5.61,15.31
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH15,Ananas,13331,2.9,1.06,,0.09,0.89,1.23,8.49,0.83,,0.08,0.67,1,9.64,2.06,,0.25,1.56,2.56,12.14,2.71,,0.25,2.21,3.2,9.23
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH16,Prunes et pruneaux,13331,1.5,1.3,E,0.28,0.75,1.84,21.54,0.78,,0.07,0.65,0.92,8.97,,F,,0,,58.22,,F,,0,,44.3
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH17,Raisins secs,13331,2.8,0.3,,0.04,0.23,0.38,13.33,0.17,,0.01,0.14,0.19,5.88,0.84,E,0.14,0.57,1.12,16.67,0.88,E,0.18,0.52,1.25,20.45
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH18,Framboises,13331,3.5,0.54,,0.05,0.44,0.63,9.26,0.25,,0.04,0.17,0.33,16,1.3,,0.13,1.05,1.55,10,1.71,,0.21,1.3,2.12,12.28
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH19,Fraises,13331,8,0.91,,0.04,0.82,0.99,4.4,0.66,,0.04,0.58,0.73,6.06,1.92,,0.13,1.67,2.18,6.77,2.37,,0.12,2.13,2.61,5.06
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH20,Kiwis,13331,1.1,1,,0.07,0.87,1.14,7,0.9,,0.07,0.77,1.03,7.78,1.54,,0.16,1.23,1.86,10.39,1.96,,0.15,1.67,2.25,7.65
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH21,Abricots,13331,0.6,0.53,E,0.09,0.35,0.72,16.98,0.47,,0.07,0.34,0.6,14.89,,F,,0,,56.67,,F,,0,,62.99
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,HH22,Boisson aux fruits (cocktails),13331,8,4.49,,0.28,3.94,5.03,6.24,3.43,,0.14,3.14,3.71,4.08,7.74,,0.84,6.09,9.4,10.85,10.93,E,2.37,6.27,15.6,21.68
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,II01,Huiles à friture et huiles à salade,13331,29.4,0.13,,0,0.12,0.13,0,0.08,,0,0.07,0.08,0,0.28,,0.02,0.25,0.32,7.14,0.42,,0.03,0.36,0.47,7.14
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,II02,Margarine,13331,25.3,0.14,,0.01,0.13,0.15,7.14,0.09,,0,0.09,0.1,0,0.31,,0.02,0.28,0.34,6.45,0.39,,0.02,0.34,0.43,5.13
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,II04,Mayonnaise,13331,6.1,0.25,,0.03,0.2,0.31,12,0.17,,0.01,0.15,0.19,5.88,0.49,,0.04,0.4,0.57,8.16,0.69,E,0.21,0.27,1.11,30.43
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,II07,Vinaigrette,13331,19.6,0.4,,0.01,0.37,0.42,2.5,0.31,,0.01,0.28,0.33,3.23,0.77,,0.03,0.7,0.83,3.9,0.98,,0.04,0.91,1.06,4.08
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ01,Barres de chocolat,13331,12.5,0.46,,0.04,0.39,0.53,8.7,0.27,,0.02,0.23,0.3,7.41,0.98,,0.08,0.82,1.15,8.16,1.29,E,0.22,0.86,1.72,17.05
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ03,Dessert à base de gélatine,13331,0.5,1.67,E,0.33,1.03,2.32,19.76,1.22,E,0.26,0.71,1.73,21.31,3.79,E,0.82,2.18,5.4,21.64,4.69,E,1.03,2.67,6.71,21.96
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ04,Miel en bouteille,13331,5.6,0.21,,0.02,0.18,0.24,9.52,0.12,,0.01,0.1,0.15,8.33,0.44,,0.07,0.3,0.58,15.91,0.72,,0.09,0.55,0.9,12.5
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ05,Confitures,13331,8.9,0.32,,0.03,0.27,0.38,9.38,0.21,,0.01,0.2,0.23,4.76,0.56,,0.07,0.42,0.71,12.5,1.03,,0.13,0.77,1.28,12.62
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ07,Beurre d’arachide,13331,13.4,0.37,,0.02,0.33,0.41,5.41,0.26,,0.01,0.24,0.28,3.85,0.69,,0.05,0.6,0.78,7.25,0.94,,0.12,0.7,1.17,12.77
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ08,Pouding,13331,1.6,1.66,,0.09,1.49,1.83,5.42,1.39,,0.09,1.2,1.57,6.47,2.31,,0.26,1.81,2.82,11.26,3.28,E,0.66,1.99,4.57,20.12
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ09,Sucre,13331,36.9,0.17,,0.01,0.16,0.18,5.88,0.1,,0,0.1,0.11,0,0.38,,0.01,0.35,0.4,2.63,0.5,,0.02,0.45,0.55,4
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ10,Sirop,13331,4,0.54,,0.04,0.47,0.61,7.41,0.49,,0.04,0.41,0.58,8.16,0.96,E,0.16,0.65,1.26,16.67,1.57,,0.21,1.17,1.98,13.38
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ11,Graines écalées,13331,5.4,0.39,E,0.08,0.23,0.54,20.51,0.17,,0.02,0.14,0.21,11.76,,F,,0,,40.51,2.04,E,0.66,0.74,3.34,32.35
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ12,Noix,13331,16.2,0.5,,0.03,0.45,0.56,6,0.29,,0.03,0.24,0.34,10.34,1.18,,0.09,1.01,1.35,7.63,1.75,,0.16,1.42,2.07,9.14
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ13,Gomme à mâcher,13331,0.7,0.08,E,0.02,0.05,0.12,25,0.05,E,0.01,0.02,0.07,20,0.23,E,0.05,0.13,0.32,21.74,,F,,0,,43.48
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,JJ15,Bonbons (réglisse et bonbons gélifiés),13331,6.1,0.48,,0.07,0.34,0.61,14.58,0.19,,0.02,0.15,0.23,10.53,1.45,,0.2,1.05,1.85,13.79,1.58,E,0.3,1,2.17,18.99
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK01,Boissons alcoolisées_bières,13331,12.3,9.74,,0.32,9.11,10.38,3.29,7.4,,0.4,6.62,8.18,5.41,18.71,,0.86,17.02,20.39,4.6,25.41,,1.68,22.11,28.71,6.61
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK02,Boissons alcoolisées_vin,13331,12.7,3.7,,0.12,3.46,3.93,3.24,3.09,,0.13,2.84,3.35,4.21,7.09,,0.28,6.54,7.64,3.95,8.77,,0.45,7.89,9.65,5.13
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK04,Café,13331,66.3,6.24,,0.1,6.04,6.44,1.6,4.96,,0.09,4.78,5.15,1.81,12,,0.21,11.59,12.41,1.75,14.92,,0.48,13.98,15.85,3.22
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK05,Boissons gazeuses en canette,13331,23.8,6.07,,0.15,5.78,6.36,2.47,4.82,,0.1,4.63,5,2.07,10.86,,0.55,9.78,11.95,5.06,14.82,,0.75,13.35,16.29,5.06
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK06,Thé,13331,30.2,6.17,,0.14,5.88,6.45,2.27,4.68,,0.12,4.44,4.92,2.56,12.29,,0.39,11.52,13.07,3.17,16.21,,0.55,15.13,17.28,3.39
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,KK07,Boisson au soja enrichie,13331,4.9,2.92,,0.17,2.59,3.25,5.82,2.39,,0.22,1.97,2.82,9.21,5.57,,0.34,4.91,6.23,6.1,6.45,,0.86,4.76,8.13,13.33
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL01,Céréales mélangées,13331,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL02,Desserts,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL03,Repas_céréale + légume + viande,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL04,Repas_viande ou volaille + légumes,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL05,Préparation pour nourrissons à base de lait,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL06,Préparation pour nourrissons à base de soja,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL07,Fruits_pommes ou pêche,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL08,Viande_volaille ou œufs,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,LL09,Légumes,13331,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,MM01,Maïs soufflé pour micro-ondes,13331,3.9,0.53,,0.04,0.45,0.6,7.55,0.35,,0.05,0.26,0.44,14.29,1.15,,0.13,0.89,1.41,11.3,1.58,,0.15,1.28,1.88,9.49
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,MM02,Repas surgelés,13331,0.8,5.93,,0.66,4.64,7.21,11.13,4.63,E,1.06,2.56,6.71,22.89,10.2,,1.23,7.79,12.61,12.06,10.28,,1.48,7.38,13.19,14.4
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN01,Pizza,13331,8.3,3.03,,0.17,2.69,3.37,5.61,2.04,,0.17,1.7,2.38,8.33,6.55,,0.68,5.22,7.89,10.38,9.59,,0.68,8.25,10.93,7.09
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN02,Pommes de terre frites,13331,10.6,1.02,,0.05,0.91,1.12,4.9,0.8,,0.04,0.72,0.88,5,1.89,,0.1,1.69,2.1,5.29,2.24,,0.35,1.56,2.93,15.63
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN03,Hamburger,13331,7.8,2.75,,0.11,2.53,2.96,4,2.43,,0.07,2.29,2.57,2.88,4.5,,0.37,3.77,5.23,8.22,5.89,,0.69,4.53,7.25,11.71
