Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH14,Poires,1962,3.8,3.33,,0.28,2.79,3.87,8.41,2.75,,0.28,2.2,3.29,10.18,5.22,E,1.07,3.11,7.33,20.5,,F,,0,,38.85
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH15,Ananas,1962,2.8,3.06,E,0.58,1.93,4.19,18.95,2.7,E,0.52,1.66,3.73,19.26,,F,,0,,60.2,,F,,0,,94.61
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH16,Prunes et pruneaux,1962,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH17,Raisins secs,1962,1.3,0.29,E,0.06,0.17,0.42,20.69,0.26,E,0.07,0.12,0.39,26.92,0.74,E,0.13,0.48,1,17.57,0.74,E,0.14,0.46,1.03,18.92
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH18,Framboises,1962,3.5,2.1,E,0.61,0.9,3.3,29.05,1.05,E,0.32,0.42,1.67,30.48,,F,,0,,48.35,9.87,E,2.88,4.2,15.53,29.18
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH19,Fraises,1962,10.8,1.96,,0.15,1.67,2.25,7.65,1.54,,0.17,1.22,1.87,11.04,3.93,,0.48,2.99,4.87,12.21,4.94,,0.49,3.97,5.92,9.92
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH20,Kiwis,1962,1.8,1.97,,0.18,1.61,2.33,9.14,1.8,,0.16,1.48,2.13,8.89,2.36,E,0.59,1.2,3.51,25,3.95,,0.57,2.83,5.07,14.43
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH21,Abricots,1962,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,HH22,Boisson aux fruits (cocktails),1962,20.5,8.23,,0.39,7.46,9.01,4.74,6.84,,0.34,6.17,7.51,4.97,14.36,,0.83,12.74,15.98,5.78,17.17,,2.05,13.15,21.18,11.94
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,II01,Huiles à friture et huiles à salade,1962,25.2,0.19,,0.02,0.15,0.23,10.53,0.11,,0.01,0.09,0.13,9.09,0.41,E,0.07,0.27,0.54,17.07,0.57,E,0.1,0.37,0.76,17.54
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,II02,Margarine,1962,22.2,0.2,,0.01,0.18,0.23,5,0.13,,0.01,0.11,0.16,7.69,0.45,,0.04,0.36,0.53,8.89,0.61,,0.06,0.49,0.73,9.84
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,II04,Mayonnaise,1962,3.9,0.42,,0.06,0.3,0.55,14.29,0.28,E,0.05,0.19,0.38,17.86,1.05,,0.16,0.73,1.37,15.24,1.28,,0.19,0.91,1.65,14.84
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,II07,Vinaigrette,1962,9.5,0.45,,0.03,0.4,0.51,6.67,0.37,,0.03,0.31,0.42,8.11,0.97,,0.06,0.86,1.09,6.19,1.07,,0.06,0.96,1.18,5.61
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ01,Barres de chocolat,1962,14.8,0.77,,0.09,0.59,0.95,11.69,0.35,,0.04,0.27,0.44,11.43,1.75,E,0.34,1.09,2.41,19.43,2.93,,0.42,2.1,3.76,14.33
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ03,Dessert à base de gélatine,1962,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ04,Miel en bouteille,1962,2.1,0.5,E,0.09,0.33,0.68,18,,F,,0,,33.33,1.04,E,0.26,0.53,1.55,25,1.54,E,0.31,0.92,2.16,20.13
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ05,Confitures,1962,6.2,0.59,E,0.11,0.38,0.8,18.64,0.45,,0.04,0.37,0.52,8.89,1.03,E,0.18,0.67,1.39,17.48,,F,,0,,84.94
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ07,Beurre d’arachide,1962,8.8,0.66,,0.05,0.55,0.76,7.58,0.47,,0.03,0.4,0.54,6.38,1.38,,0.17,1.04,1.71,12.32,1.84,,0.17,1.51,2.18,9.24
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ08,Pouding,1962,3.4,2.73,,0.32,2.1,3.35,11.72,2.37,,0.24,1.9,2.84,10.13,6.63,,1.05,4.56,8.71,15.84,6.64,,1.1,4.47,8.81,16.57
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ09,Sucre,1962,21.1,0.27,,0.03,0.22,0.33,11.11,0.17,E,0.03,0.12,0.22,17.65,0.52,,0.03,0.45,0.59,5.77,0.64,,0.09,0.46,0.82,14.06
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ10,Sirop,1962,7.8,0.97,,0.08,0.81,1.13,8.25,0.82,,0.08,0.67,0.97,9.76,1.96,,0.16,1.65,2.27,8.16,2.3,E,0.45,1.42,3.18,19.57
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ11,Graines écalées,1962,1.7,0.68,E,0.15,0.38,0.98,22.06,,F,,0,,67.86,1.47,E,0.39,0.71,2.23,26.53,2.38,,0.39,1.61,3.15,16.39
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ12,Noix,1962,5,0.33,,0.05,0.24,0.43,15.15,0.15,E,0.04,0.07,0.22,26.67,0.93,,0.14,0.65,1.21,15.05,1.06,E,0.18,0.71,1.42,16.98
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ13,Gomme à mâcher,1962,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,JJ15,Bonbons (réglisse et bonbons gélifiés),1962,18.2,0.78,,0.08,0.62,0.94,10.26,0.4,,0.04,0.31,0.49,10,1.5,E,0.37,0.77,2.23,24.67,2.94,,0.47,2.01,3.86,15.99
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK01,Boissons alcoolisées_bières,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK02,Boissons alcoolisées_vin,1962,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK04,Café,1962,2.7,2.17,E,0.48,1.22,3.11,22.12,,F,,0,,35.42,4.75,E,0.96,2.86,6.64,20.21,6.56,,1.05,4.5,8.62,16.01
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK05,Boissons gazeuses en canette,1962,20.3,8.17,,0.49,7.21,9.14,6,7,,0.43,6.17,7.84,6.14,15.06,,1.6,11.92,18.2,10.62,19.84,,2.34,15.25,24.44,11.79
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK06,Thé,1962,12.3,8.02,,0.44,7.16,8.88,5.49,7.48,,0.48,6.55,8.42,6.42,14.12,,1.04,12.07,16.17,7.37,17.3,,1.87,13.63,20.97,10.81
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,KK07,Boisson au soja enrichie,1962,2,6.52,,1.05,4.47,8.58,16.1,5.97,E,1.02,3.97,7.97,17.09,12.7,E,2.39,8.01,17.39,18.82,13.46,E,2.6,8.36,18.56,19.32
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL01,Céréales mélangées,1962,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL02,Desserts,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL03,Repas_céréale + légume + viande,1962,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL04,Repas_viande ou volaille + légumes,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL05,Préparation pour nourrissons à base de lait,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL06,Préparation pour nourrissons à base de soja,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL07,Fruits_pommes ou pêche,1962,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL08,Viande_volaille ou œufs,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,LL09,Légumes,1962,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,MM01,Maïs soufflé pour micro-ondes,1962,10,0.81,,0.09,0.64,0.98,11.11,0.44,E,0.09,0.26,0.62,20.45,2.08,,0.26,1.58,2.59,12.5,2.71,,0.34,2.04,3.38,12.55
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,MM02,Repas surgelés,1962,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN01,Pizza,1962,18.6,4.57,,0.3,3.98,5.16,6.56,3.2,,0.36,2.5,3.9,11.25,10.96,,0.72,9.55,12.36,6.57,11.87,,0.63,10.64,13.11,5.31
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN02,Pommes de terre frites,1962,10.9,1.88,,0.15,1.59,2.17,7.98,1.4,,0.15,1.1,1.69,10.71,3.45,,0.49,2.49,4.41,14.2,4.92,,0.77,3.41,6.44,15.65
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN03,Hamburger,1962,7.4,5.39,,0.42,4.55,6.22,7.79,4.3,,0.5,3.31,5.28,11.63,9.41,,0.97,7.5,11.32,10.31,10.17,,1.24,7.74,12.6,12.19
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN04,Hamburgers de poulet,1962,0.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN05,Hot-dogs,1962,7.4,2.98,,0.23,2.53,3.43,7.72,2.91,,0.28,2.36,3.47,9.62,4.68,,0.67,3.36,5.99,14.32,6.8,,0.79,5.26,8.35,11.62
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN06,Pépites de poulet,1962,4.9,2.5,,0.16,2.19,2.81,6.4,2.2,,0.18,1.84,2.56,8.18,4.47,,0.23,4.02,4.93,5.15,4.85,,0.67,3.53,6.17,13.81
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN07,Chow mein au bœuf pour emporter,1962,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN08,Riz frit (poulet et légumes),1962,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN09,Sandwichs « petit-déjeuner » préparés ,1962,1.1,3.39,,0.29,2.82,3.96,8.55,3.27,,0.36,2.56,3.98,11.01,4.86,,0.71,3.46,6.26,14.61,6.39,,0.56,5.29,7.48,8.76
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,NN10,Sandwichs de restauration rapide,1962,30.5,3.89,,0.18,3.53,4.25,4.63,3.41,,0.13,3.15,3.66,3.81,6.46,,0.5,5.48,7.43,7.74,8.21,,0.73,6.77,9.65,8.89
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP01,Condiments,1962,14.4,0.6,,0.07,0.47,0.74,11.67,0.34,,0.05,0.25,0.44,14.71,1.54,,0.15,1.24,1.83,9.74,1.8,E,0.32,1.18,2.42,17.78
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP02,Sel,1962,42.4,0.02,,0,0.02,0.03,0,0.01,,0,0.01,0.02,0,0.06,,0,0.05,0.07,0,0.07,,0,0.06,0.08,0
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP03,Poudre à pâte,1962,3.3,0.02,,0,0.02,0.03,0,0.02,,0,0.01,0.02,0,0.05,E,0.01,0.02,0.08,20,0.07,E,0.02,0.02,0.11,28.57
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP04,Levure,1962,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP05,Extrait de vanille,1962,3.5,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0.01,0,0,,0,0,0.01,0
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP06,Fines herbes et épices,1962,17.6,0.01,,0,0.01,0.02,0,0,,0,0,0.01,0,0.04,E,0.01,0.02,0.05,25,0.05,E,0.01,0.02,0.07,20
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP07,Sauce soja,1962,5,0.22,,0.02,0.18,0.27,9.09,0.2,,0.03,0.14,0.26,15,0.4,,0.06,0.29,0.51,15,,F,,0,,100
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP09,Eau du robinet_zone d’échantillonnage (où les échantillons ont été achetés),1962,74.7,15.9,,0.47,14.98,16.82,2.96,13.02,,0.49,12.06,13.97,3.76,31.18,,0.97,29.27,33.09,3.11,37.69,,1.89,33.98,41.4,5.01
Consommateurs uniquement,Groupes d’âge (H+F),9-13 ans,PP10,Eau de source naturelle,1962,26.8,16.9,,1.06,14.82,18.99,6.27,13.16,,0.84,11.5,14.81,6.38,34.77,,4.23,26.46,43.08,12.17,49.02,,4.57,40.05,57.99,9.32
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA01,Lait entier,1288,49.1,35.43,,1.96,31.58,39.28,5.53,32.1,,3.34,25.53,38.67,10.4,72.14,,3.34,65.59,78.7,4.63,80.11,,3.17,73.89,86.33,3.96
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA02,Lait 2 %,1288,45.6,19.44,,1.43,16.62,22.25,7.36,14.28,,1.52,11.3,17.26,10.64,45.24,,5.28,34.87,55.6,11.67,66.3,,6.21,54.1,78.49,9.37
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA03,Lait 1 %,1288,14.5,13.18,E,2.4,8.45,17.9,18.21,,F,,0,,50.43,42.7,,5.78,31.34,54.06,13.54,44.34,,4.32,35.85,52.83,9.74
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA04,Lait écrémé,1288,11.2,,F,,0,,44.24,,F,,0,,53.85,,F,,0,,94.01,,F,,0,,61.72
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA05,Lait évaporé en conserve,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA06,Crème,1288,4.4,1.57,E,0.43,0.73,2.41,27.39,0.95,E,0.21,0.53,1.36,22.11,6.25,E,1.6,3.11,9.38,25.6,6.59,E,1.74,3.16,10.02,26.4
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA07,Crème glacée,1288,9.3,5.26,,0.46,4.37,6.16,8.75,4.63,,0.68,3.29,5.98,14.69,9.5,,0.61,8.3,10.71,6.42,10.37,,1.06,8.28,12.45,10.22
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA08,Yogourt,1288,49.9,9.15,,0.62,7.93,10.36,6.78,7.34,,0.34,6.67,8.02,4.63,15.79,,1.13,13.57,18.01,7.16,19.86,,2.82,14.31,25.41,14.2
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA09,Fromage,1288,42.6,2.5,,0.23,2.05,2.96,9.2,1.65,,0.11,1.44,1.87,6.67,4.97,,0.57,3.84,6.1,11.47,6.62,E,1.79,3.11,10.14,27.04
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA10,Fromage cottage,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA11,Fromage fondu,1288,7.2,1.35,,0.16,1.03,1.67,11.85,1.39,,0.17,1.04,1.73,12.23,2.05,E,0.39,1.27,2.82,19.02,2.87,,0.4,2.08,3.66,13.94
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA12,Beurre,1288,14.9,0.46,,0.05,0.36,0.55,10.87,0.35,,0.02,0.31,0.39,5.71,0.88,E,0.19,0.5,1.26,21.59,1.06,E,0.27,0.54,1.58,25.47
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA13,Lait au chocolat 1 %,1288,4.1,16.76,,1.52,13.77,19.75,9.07,16.58,,2.06,12.53,20.64,12.42,25.37,,2.08,21.28,29.46,8.2,26.11,,3.97,18.3,33.91,15.2
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,AA14,Babeurre 1 %,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB01,Bifteck,1288,5.6,4.16,E,0.93,2.32,5.99,22.36,3.34,E,0.71,1.95,4.74,21.26,8.95,E,2.15,4.72,13.17,24.02,11.57,E,2.36,6.93,16.21,20.4
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB02,Rôti de bœuf,1288,3.4,3.15,E,0.8,1.59,4.72,25.4,2.35,E,0.73,0.91,3.79,31.06,8.13,E,1.83,4.54,11.71,22.51,8.74,E,2.27,4.27,13.2,25.97
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB03,Bœuf haché,1288,13.4,2.01,,0.21,1.58,2.43,10.45,1.2,E,0.26,0.69,1.71,21.67,4.9,,0.51,3.9,5.9,10.41,5.51,,0.53,4.46,6.56,9.62
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB04,Porc frais,1288,11.3,3.1,E,0.66,1.8,4.4,21.29,2.13,E,0.48,1.18,3.08,22.54,7.61,E,1.35,4.97,10.26,17.74,7.72,E,1.42,4.93,10.51,18.39
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB05,Porc salé,1288,6.6,1.87,E,0.6,0.69,3.05,32.09,,F,,0,,43.08,,F,,0,,160.27,,F,,0,,98.72
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB06,Escalopes de veau,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB07,Agneau,1288,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB08,Viandes à sandwich_viandes froides,1288,3.3,2.88,E,0.93,1.06,4.71,32.29,,F,,0,,48.19,6.82,E,1.99,2.91,10.73,29.18,11.01,E,2.36,6.37,15.65,21.44
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB09,Viandes froides en conserve,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB10,Abats ,1288,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,BB11,Saucisses fraîches et fumées,1288,7.7,4.96,,0.58,3.83,6.1,11.69,4.09,E,0.7,2.7,5.47,17.11,9.26,,1.52,6.27,12.25,16.41,12.13,,1.67,8.85,15.42,13.77
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,CC01,Œufs,1288,31.8,3.14,,0.3,2.56,3.72,9.55,2.51,E,0.46,1.61,3.41,18.33,7.58,,0.63,6.33,8.82,8.31,8.82,,0.57,7.71,9.94,6.46
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,CC02,Volaille_poulet et dinde,1288,32.5,4.18,,0.42,3.36,5,10.05,2.81,,0.29,2.23,3.39,10.32,9.3,E,1.65,6.06,12.54,17.74,13.75,,1.56,10.69,16.81,11.35
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,CC03,Pâtés de foie de volaille,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,DD01,Poisson marin,1288,9.3,3.94,,0.53,2.91,4.98,13.45,3.64,,0.55,2.57,4.71,15.11,7.65,,1.16,5.37,9.92,15.16,10.43,,1.72,7.04,13.81,16.49
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,DD02,Poissons d’eau douce,1288,2.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,DD03,Poisson en conserve,1288,2.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,DD04,Les mollusques et crustacés,1288,2.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,EE01,Soupes en conserve avec viande ,1288,1.5,12.64,,1.28,10.12,15.16,10.13,13.45,,1.58,10.34,16.55,11.75,18.35,,1.45,15.51,21.2,7.9,19.84,,1.45,17,22.68,7.31
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,EE02,Soupes en conserve à base de crème,1288,3.2,4.91,E,1.19,2.56,7.25,24.24,,F,,0,,69.81,11.9,E,2.45,7.08,16.72,20.59,16.23,,2.17,11.97,20.5,13.37
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,EE03,Soupes_bouillons en conserve,1288,12,6.6,,0.62,5.38,7.82,9.39,5.76,,0.63,4.52,7.01,10.94,12.99,,1.24,10.56,15.42,9.55,16.42,E,2.76,10.99,21.85,16.81
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,EE04,Soupes déshydratées,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF01,Pain blanc,1288,23.2,2.67,,0.15,2.38,2.97,5.62,2.46,,0.18,2.1,2.83,7.32,5.15,,0.28,4.6,5.7,5.44,5.6,,0.34,4.95,6.26,6.07
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF02,Pain de blé entier,1288,17.3,3,,0.19,2.63,3.36,6.33,2.77,,0.14,2.5,3.03,5.05,5.86,,0.59,4.7,7.02,10.07,6.66,,0.55,5.57,7.74,8.26
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF03,Pain de seigle,1288,3,2.13,,0.32,1.49,2.76,15.02,1.89,,0.3,1.29,2.49,15.87,,F,,0,,33.97,4.34,E,1.28,1.83,6.85,29.49
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF04,Gâteau,1288,7.4,2.5,,0.32,1.87,3.12,12.8,2.09,,0.24,1.62,2.56,11.48,3.96,E,1.07,1.86,6.06,27.02,5.76,E,1.22,3.36,8.15,21.18
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF05,Céréales de blé à cuire,1288,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF06,Céréales de maïs,1288,3.5,1.35,E,0.24,0.89,1.82,17.78,1.11,E,0.28,0.57,1.65,25.23,,F,,0,,50.96,,F,,0,,61.3
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF07,Céréales d’avoine,1288,11.8,11.89,,0.97,9.98,13.79,8.16,11.47,,1.45,8.63,14.31,12.64,20.34,,1.57,17.25,23.42,7.72,21.67,,3.14,15.5,27.83,14.49
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF08,Céréales de riz et de son,1288,6.2,1.49,,0.24,1.02,1.96,16.11,1.16,E,0.34,0.48,1.84,29.31,2.51,,0.41,1.69,3.32,16.33,2.7,E,0.76,1.21,4.18,28.15
Consommateurs uniquement,Groupes d’âge ANREF standard,1-3 ans,FF09,Biscuits,1288,29.2,1.9,,0.14,1.62,2.17,7.37,1.48,,0.14,1.2,1.76,9.46,3.77,,0.38,3.03,4.51,10.08,4.4,,0.46,3.49,5.3,10.45
